ObservationId,MediaId,Vote,Content,ClassId,Family,Genus,Species,Location,Date
3844,109801,3.0,Flower,32201,Orchidaceae,Ophrys,Ophrys virescens Philippe,Marseille,2011-4-23
39669,47709,4.0,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,Les Estables,2012-7-3
30542,6844,3.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,,1800-1-1
24502,68726,3.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,Camarès,2013-8-25
18015,102944,3.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,Marseille,2011-4-13
34428,61451,3.0,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,Avignon,2009-4-19
40263,42034,3.0,Flower,30491,Violaceae,Viola,Viola tricolor L.,Nohèdes,2007-6-28
19488,61771,3.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,Conques,2013-6-22
26500,33023,3.5,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,Fillols,2013-5-18
14308,95255,3.0,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,Prades-le-Lez,2007-5-15
41219,61459,4.0,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,Châtillon-en-Diois,2012-7-5
34127,99452,4.0,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,Lespignan,2013-9-24
7964,29204,4.0,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,,1800-1-1
15715,48864,3.0,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,Joué-sur-Erdre,2013-7-19
31171,34679,4.0,Flower,6448,Orchidaceae,Epipactis,Epipactis atrorubens (Hoffm.) Besser,,1800-1-1
8850,71586,4.0,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,Sainte-Foy-la-Longue,2013-5-13
28918,24432,3.0,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,Châtelneuf,2009-5-24
969,55424,3.0,Flower,493,Asteraceae,Bellis,Bellis perennis L.,Sainte-Geneviève-des-Bois,2013-6-5
35239,34297,4.0,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,Villeneuve-lès-Maguelone,2013-5-1
41330,72668,3.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,Avolsheim,2010-7-8
23647,46427,3.5,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,Le Pont-de-Montvert,2012-5-26
11842,112209,3.0,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,Giverny,2014-5-29
11860,16879,3.0,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,St Leu Les brules de St Leu,2012-11-26
19855,3692,4.0,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,Marseille,2013-3-4
10533,7146,4.0,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,Montfa,1800-1-1
32009,110782,4.0,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,Marseille,2013-4-3
36112,97963,2.5,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,Jonage,2012-6-25
3683,33936,4.0,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,Audigny,2011-6-5
30718,49143,3.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,Athis-Mons,2010-6-5
38198,4924,5.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,Maroc,2010-4-27
23116,39978,3.0,Flower,493,Asteraceae,Bellis,Bellis perennis L.,Palavas-les-Flots,2011-3-20
11945,81726,5.0,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Rochetaillée-sur-Saône,2013-10-13
2435,106563,2.5,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,Le Mans,2012-7-14
11603,316,3.5,Flower,5148,Salicaceae,Salix,Salix caprea L.,Sainte-Geneviève-des-Bois,2013-3-24
26322,58096,2.0,Flower,493,Asteraceae,Bellis,Bellis perennis L.,,2013-5-18
16157,10327,4.0,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,Saint-Privat,2012-5-27
27753,12255,3.0,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,Montpellier,2013-6-8
14366,20600,3.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,Palaiseau,2014-6-19
11328,51937,3.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,Neuilly-sur-Marne,2013-5-31
41545,78501,3.0,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,Saint-Raphaël,2013-4-26
10388,6947,3.0,Flower,4411,Ranunculaceae,Anemone,Anemone nemorosa L.,Saint-Étienne-aux-Clos,2005-4-30
4473,45360,3.0,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,Roquecourbe,1800-1-1
21853,70262,3.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,Athis-Mons,2013-5-19
37363,29758,3.0,Flower,6564,Orchidaceae,Serapias,Serapias vomeracea (Burm.f.) Briq.,Liausson,2008-5-18
29203,105243,3.0,Flower,30491,Violaceae,Viola,Viola tricolor L.,Le Vaulmier,2005-5-7
39785,4906,4.0,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,Juvisy-sur-Orge,2014-3-29
27784,6045,3.0,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,Saint-Genest-Malifaux,2012-8-24
1824,68324,3.0,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,Chamonix-Mont-Blanc,2014-6-15
20005,73649,3.5,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,Munchhausen,2012-10-13
8328,104798,4.0,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,Saint-Mathieu-de-Tréviers,2006-6-17
35273,74510,4.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,Montpellier,2014-5-17
23585,6645,3.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,Amiens,2006-7-7
15368,71341,4.0,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,Fontrabiouse,2008-7-27
5585,54165,4.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,Roissy-en-Brie,2002-3-17
26004,68033,5.0,Flower,30491,Violaceae,Viola,Viola tricolor L.,Eyne,2013-6-29
17930,21155,4.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,Lattes,2011-4-24
24211,39630,4.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,,1800-1-1
1195,54421,4.0,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,Montferrier-sur-Lez,2013-6-27
19080,7978,2.0,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,Les Assions,2011-7-12
2447,110537,3.0,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,Moloy,2008-1-21
19539,85882,4.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,Avolsheim,2011-4-28
27064,18849,3.0,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,Les Essarts-le-Roi,2012-6-17
30850,43611,4.0,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Narbonne,2013-5-19
40106,29826,3.0,Flower,4369,Primulaceae,Primula,Primula veris L.,Seix,2005-6-8
17702,51887,4.0,Flower,6538,Orchidaceae,Anacamptis,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",La Cavalerie,2008-5-19
15378,69936,3.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,Montpellier,2013-6-20
18747,62403,3.0,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,"Sidi Aich, ALGERIE",2014-4-11
7223,38857,3.0,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,Colombier,2011-7-1
34127,5226,3.0,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,Lespignan,2013-9-24
2328,52019,4.0,Flower,4353,Primulaceae,Primula,Primula vulgaris Huds.,Versoix,2013-4-6
21648,60460,3.0,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,Toulouse,2014-6-10
20735,56717,4.0,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,Marseille,2013-3-10
13339,64107,3.0,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,Meyssiès,2013-4-1
23647,65143,3.0,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,Le Pont-de-Montvert,2012-5-26
4107,41309,3.0,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,La Canourgue,2012-5-9
1706,3132,3.0,Flower,4436,Ranunculaceae,Clematis,Clematis vitalba L.,Juillac,2006-6-22
8096,95117,4.0,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,Saint-Martin-Lestra,2012-6-25
14894,22011,3.0,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,Génos,2008-8-3
28530,18532,4.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,Camarès,2013-8-25
12133,17876,4.0,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,Suc-et-Sentenac,2009-7-28
10337,45821,4.0,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,Marseille,2011-3-30
24275,105250,3.0,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,Montpellier,2013-6-19
15623,99708,4.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,Valdeblore,2010-7-2
3165,63397,4.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,Marseille,2012-6-8
29875,110696,3.0,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,Chasteaux,2007-5-19
8470,96036,3.0,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,St JEan de Vedas,2009-9-14
15073,5054,3.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,Sainte-Geneviève-des-Bois,2013-4-8
36684,39017,4.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,Chasselay,2014-4-12
1038,11179,4.0,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,,2014-3-13
10533,97255,4.0,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,Montfa,1800-1-1
14379,51474,3.0,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Villesèque-des-Corbières,2007-4-21
27369,63536,2.5,Flower,493,Asteraceae,Bellis,Bellis perennis L.,Bourgtheroulde-Infreville,2013-3-9
5367,15451,4.0,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Ourches,2012-6-20
35918,99002,1.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,Champ-sur-Drac,2006-3-10
18747,57315,2.0,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,"Sidi Aich, ALGERIE",2014-4-11
19539,90030,3.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,Avolsheim,2011-4-28
10219,69248,3.0,Flower,4436,Ranunculaceae,Clematis,Clematis vitalba L.,Feugarolles,2013-7-21
15037,47163,3.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,Essert-Romand,2012-7-16
12237,67887,3.0,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,Le Château-d'Oléron,2006-5-25
20892,5269,3.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,Prades-le-Lez,2010-5-3
10982,31075,4.0,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,Fabrègues,2008-4-8
26576,110804,3.0,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Saint-Pierre-de-Coutances,2004-6-22
8897,93718,2.0,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,Champ-sur-Drac,2006-4-26
33604,76133,4.0,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,Fécamp,2014-10-16
12448,106871,3.0,Flower,4477,Ranunculaceae,Anemone,Anemone alpina L.,Le Bouchet,2008-6-28
9185,108225,3.0,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,Plévenon,2006-6-14
4963,25110,4.0,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,Saint-Mathieu-de-Tréviers,2009-4-7
4154,109635,4.0,Flower,4460,Ranunculaceae,Anemone,Anemone hepatica L.,Gavarnie,2014-5-1
26042,63374,3.0,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,Gresse-en-Vercors,2006-6-9
21810,65910,3.0,Flower,4026,Papaveraceae,Chelidonium,Chelidonium majus L.,Indre,2012-4-24
38986,65416,1.0,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,Narbonne,2014-12-20
7139,76253,5.0,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Mas-de-Londres,2013-5-7
20532,3641,4.0,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,Vernon,2011-6-13
22503,18414,4.0,Flower,4353,Primulaceae,Primula,Primula vulgaris Huds.,,2012-5-5
27145,76311,3.5,Flower,151,Apiaceae,Daucus,Daucus carota L.,Meyzieu,2012-6-20
2092,8399,3.0,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,Conques,2013-6-22
5531,73223,3.0,Flower,4460,Ranunculaceae,Anemone,Anemone hepatica L.,Seix,2005-6-8
13283,15343,4.0,Flower,588,Asteraceae,Centaurea,Centaurea jacea L.,Saint-Sauves-d\'Auvergne,2010-8-6
36073,48992,3.5,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,Pierrefitte-en-Auge,2013-3-10
10388,31691,3.0,Flower,4411,Ranunculaceae,Anemone,Anemone nemorosa L.,Saint-Étienne-aux-Clos,2005-4-30
29143,67437,3.0,Flower,30491,Violaceae,Viola,Viola tricolor L.,Indre,2012-3-29
28996,62679,3.0,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Fleury,2013-4-17
18747,104111,3.0,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,"Sidi Aich, ALGERIE",2014-4-11
16866,21145,4.0,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,Paris,2013-6-5
31171,41685,4.0,Flower,6448,Orchidaceae,Epipactis,Epipactis atrorubens (Hoffm.) Besser,,1800-1-1
19892,103537,4.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,,1800-1-1
11860,26687,3.0,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,St Leu Les brules de St Leu,2012-11-26
21852,79393,1.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,Champ-sur-Drac,2006-3-10
9801,29104,3.0,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,Murviel-lès-Montpellier (Garrigue du Mas Dieu) (34),2003-4-16
15716,104941,3.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,Béruges,2006-4-29
17922,80470,3.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,Briançon,2013-8-24
11561,15611,3.0,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,,1800-1-1
9536,11325,1.0,Flower,30491,Violaceae,Viola,Viola tricolor L.,Saint-Genest-Malifaux,2013-4-24
36886,104930,3.0,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,,1800-1-1
27298,102599,3.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,Gruissan,2013-5-18
24275,55915,3.0,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,Montpellier,2013-6-19
11603,24523,4.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,Sainte-Geneviève-des-Bois,2013-3-24
28674,21112,3.0,Flower,493,Asteraceae,Bellis,Bellis perennis L.,,1800-1-1
18747,4680,3.0,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,"Sidi Aich, ALGERIE",2014-4-11
25817,90228,3.0,Flower,4353,Primulaceae,Primula,Primula vulgaris Huds.,Meyssiès,2013-4-1
732,20010,3.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,Corcoué-sur-Logne,2011-4-11
3160,105060,4.0,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,Laruns,2005-6-30
4266,90227,3.0,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Sainte-Geneviève-des-Bois,2013-7-29
25489,24220,4.0,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,La Couvertoirade,2010-5-29
19137,104207,4.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,Montpellier,2013-6-4
20387,80461,3.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,Mas-Saint-Chély,2012-5-12
39841,51035,5.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,Ceyreste,2013-5-26
20413,61531,2.0,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,,1800-1-1
30753,5473,4.0,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,,1800-1-1
29687,31651,4.0,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,Cirque de Gavarnie,2004-5-21
14527,24602,3.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,,2012-7-25
6785,80143,3.0,Flower,32201,Orchidaceae,Ophrys,Ophrys virescens Philippe,Roquebrune-sur-Argens,2012-4-11
33554,63435,3.0,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,Penmarch,2007-8-6
23335,87984,4.0,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,Font Romeu,2013-8-23
11842,51221,4.0,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,Giverny,2014-5-29
16065,109374,3.5,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,Joué-lès-Tours,2012-6-17
15007,73349,1.0,Flower,493,Asteraceae,Bellis,Bellis perennis L.,Furiani,2013-4-25
39970,43197,4.0,Flower,30491,Violaceae,Viola,Viola tricolor L.,,1800-1-1
2904,39921,4.0,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,Chalon-sur-Saône,2014-4-20
60,21362,4.0,Flower,493,Asteraceae,Bellis,Bellis perennis L.,Fondettes,2013-4-16
13239,9925,3.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,Fillols,2013-5-18
41688,67088,2.0,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,Saint-Aignan,2013-4-14
36721,41775,3.0,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,Guiry-en-Vexin,2013-6-16
11860,57457,3.0,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,St Leu Les brules de St Leu,2012-11-26
2962,81492,4.0,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,Marseille,2013-4-24
21719,91768,4.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,Malras,2014-6-12
9672,32233,2.5,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,Haumont-près-Samogneux,2011-4-17
16470,14184,4.0,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,Javols,2012-6-23
22234,71908,4.0,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,Sainte-Geneviève-des-Bois,2014-4-17
28239,10983,3.0,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,Lavigerie,2009-7-25
862,3206,3.0,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,Raissac,2009-5-15
1360,72643,3.5,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,Montpellier,2011-2-26
41664,107853,3.5,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,Saint-Georges-d'Orques,2013-5-14
32776,20235,4.0,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,,2013-5-29
32866,106952,3.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,Balma,2011-5-4
7964,103228,4.0,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,,1800-1-1
4550,106554,3.0,Flower,4369,Primulaceae,Primula,Primula veris L.,Vienne,2013-4-1
27298,53844,3.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,Gruissan,2013-5-18
27668,89985,5.0,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,Gap,2014-5-21
14149,107774,3.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,Rocquencourt,2013-8-14
27816,97273,3.0,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,Tornac,2014-11-10
15073,66308,3.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,Sainte-Geneviève-des-Bois,2013-4-8
30542,75763,2.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,,1800-1-1
456,110522,3.0,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Prades-le-Lez,2007-5-15
8938,5932,4.75,Flower,4411,Ranunculaceae,Anemone,Anemone nemorosa L.,Marcy-l'Étoile,2013-4-1
17866,102406,3.0,Flower,2430,Cistaceae,Helianthemum,Helianthemum nummularium (L.) Mill.,Nordheim,2009-6-20
16242,3163,4.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,Carcans,2013-7-6
19659,19589,4.0,Flower,30491,Violaceae,Viola,Viola tricolor L.,Bray-Dunes,2012-9-8
33823,68508,4.5,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Minerve,2013-4-18
25459,80720,3.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,,1800-1-1
31008,111254,3.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,Plévenon,2006-6-14
26797,92603,3.0,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,Saint-Marcel,2014-4-22
722,105772,5.0,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,Bretignolles-sur-Mer,2008-9-14
26297,30837,3.0,Flower,4369,Primulaceae,Primula,Primula veris L.,La Chapelle-Villars,2012-4-8
40550,87371,3.0,Flower,4369,Primulaceae,Primula,Primula veris L.,Sainte-Marie-Lapanouze,2005-4-28
24211,64605,3.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,,1800-1-1
7649,48116,3.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,Sisteron,2011-5-24
23707,26848,4.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,Pego,2013-7-13
25955,100530,3.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,,1800-1-1
39727,16138,4.0,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,,1800-1-1
34801,112977,3.0,Flower,6538,Orchidaceae,Anacamptis,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",Olonne-sur-Mer,2010-4-23
21616,45076,4.0,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,La Rochebeaucourt,2013-6-9
2447,77320,3.0,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,Moloy,2008-1-21
29551,105297,4.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,Saint-Bonnet-de-Chirac,2010-5-20
8464,76782,3.0,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,Marseille,2010-4-4
35321,31133,4.0,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Ferrières-les-Verreries,2011-4-3
39237,65918,4.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,Igny,2013-6-17
39807,23247,4.0,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,Montferrier-sur-Lez,2012-6-15
14731,87480,4.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,Bas-en-Basset,2013-11-12
12580,23262,4.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,Les Essarts-le-Roi,2012-5-13
13483,23022,1.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,Meyrié,2014-6-21
6785,109385,3.0,Flower,32201,Orchidaceae,Ophrys,Ophrys virescens Philippe,Roquebrune-sur-Argens,2012-4-11
6961,66229,3.0,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,St Leu Les brules de St Leu,2012-11-26
7123,108968,1.0,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,Malval,2013-7-6
17881,13622,3.0,Flower,4460,Ranunculaceae,Anemone,Anemone hepatica L.,Val-Suzon,2012-3-24
25240,39411,3.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,,2013-5-26
20004,31262,3.0,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,Moloy (Combe de Bellefontaine),2006-6-10
18270,96021,4.0,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,Montpellier,2013-6-11
32731,27787,4.0,Flower,4369,Primulaceae,Primula,Primula veris L.,Fillols,2013-5-18
25756,107975,3.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,Mauvilly,2011-8-28
37182,82063,3.0,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Viviers,2008-5-21
33843,59763,3.0,Flower,493,Asteraceae,Bellis,Bellis perennis L.,Aix-en-Provence,2013-5-1
29061,106304,4.0,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,Nissan-lez-Enserune,2013-5-13
11860,39273,3.0,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,St Leu Les brules de St Leu,2012-11-26
38575,29563,4.0,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,Puéchabon,2013-4-13
35475,10175,2.5,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,Montélimar,2013-3-27
9427,43179,4.0,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,,1800-1-1
1489,23758,3.5,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,Oudon,2005-3-20
12038,94505,3.0,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Toulouse,2012-7-25
34445,47133,4.0,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,Marseille,2013-3-25
2785,98189,4.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,Pego,2014-7-30
27643,3574,3.0,Flower,4460,Ranunculaceae,Anemone,Anemone hepatica L.,Conat,2007-4-9
41670,37820,3.0,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,,2014-1-23
9407,93008,4.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,Fillols,2013-5-18
30557,112270,3.0,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,,2003-6-15
4884,70939,3.0,Flower,2430,Cistaceae,Helianthemum,Helianthemum nummularium (L.) Mill.,,1800-1-1
23789,42911,3.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,Marseille,2012-7-27
