MediaId,Author,ClassId,Content,Date,Family,Genus,Latitude,Location,Longitude,ObservationId,Species,Vote
68324,liliane roubaudi,8708,Flower,2014-6-15,Apiaceae,Astrantia,,Chamonix-Mont-Blanc,,1824,Astrantia major L.,3
73649,claire sutter,967,Flower,2012-10-13,Asteraceae,Hypochaeris,48.91393,Munchhausen,8.14018,20005,Hypochaeris radicata L.,3.5
104798,john de vos,565,Flower,2006-6-17,Asteraceae,Centaurea,43.76149,Saint-Mathieu-de-Tréviers,3.8747,8328,Centaurea aspera L.,4
74510,pierre bonnet,30269,Flower,2014-5-17,Papaveraceae,Papaver,43.59924,Montpellier,3.90445,35273,Papaver rhoeas L.,4
6645,laurent petit,151,Flower,2006-7-7,Apiaceae,Daucus,,Amiens,,23585,Daucus carota L.,3
71341,alain bigou,8708,Flower,2008-7-27,Apiaceae,Astrantia,42.63494,Fontrabiouse,2.056,15368,Astrantia major L.,4
54165,annick larbouillat,5148,Flower,2002-3-17,Salicaceae,Salix,48.78433,Roissy-en-Brie,2.6678,5585,Salix caprea L.,4
68033,paul fabre,30491,Flower,2013-6-29,Violaceae,Viola,42.46848,Eyne,2.08325,26004,Viola tricolor L.,5
21155,pierre bonnet,30269,Flower,2011-4-24,Papaveraceae,Papaver,,Lattes,,17930,Papaver rhoeas L.,4
39630,thierry pernot,6487,Flower,1800-1-1,Orchidaceae,Ophrys,,,,24211,Ophrys apifera Huds.,4
54421,pierre bonnet,565,Flower,2013-6-27,Asteraceae,Centaurea,43.65167,Montferrier-sur-Lez,3.86217,1195,Centaurea aspera L.,4
7978,paul fabre,786,Flower,2011-7-12,Asteraceae,Eupatorium,44.43021,Les Assions,4.15998,19080,Eupatorium cannabinum L.,2
110537,christophe girod,6425,Flower,2008-1-21,Orchidaceae,Cypripedium,,Moloy,,2447,Cypripedium calceolus L.,3
85882,yoan martin,6547,Flower,2011-4-28,Orchidaceae,Orchis,48.55724,Avolsheim,7.47438,19539,Orchis purpurea Huds.,4
18849,raymond hallot,6437,Flower,2012-6-17,Orchidaceae,Dactylorhiza,48.71904,Les Essarts-le-Roi,1.91368,27064,Dactylorhiza maculata (L.) Soó,3
43611,liliane roubaudi,691,Flower,2013-5-19,Asteraceae,Cirsium,,Narbonne,,30850,Cirsium vulgare (Savi) Ten.,4
29826,julien barataud,4369,Flower,2005-6-8,Primulaceae,Primula,,Seix,,40106,Primula veris L.,3
51887,annick larbouillat,6538,Flower,2008-5-19,Orchidaceae,Anacamptis,44.02492,La Cavalerie,3.30414,17702,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",4
69936,pierre bonnet,151,Flower,2013-6-20,Apiaceae,Daucus,43.59599,Montpellier,3.90111,15378,Daucus carota L.,3
62403,errol vela,6415,Flower,2014-4-11,Orchidaceae,Orchis,36.6026,"Sidi Aich, ALGERIE",4.69448,18747,Orchis anthropophora (L.) All.,3
38857,jean-jacques houdre,6437,Flower,2011-7-1,Orchidaceae,Dactylorhiza,45.38276,Colombier,4.57719,7223,Dactylorhiza maculata (L.) Soó,3
5226,liliane roubaudi,565,Flower,2013-9-24,Asteraceae,Centaurea,,Lespignan,,34127,Centaurea aspera L.,3
52019,paul fabre,4353,Flower,2013-4-6,Primulaceae,Primula,46.29257,Versoix,6.13818,2328,Primula vulgaris Huds.,4
60460,ugla le velu,8600,Flower,2014-6-10,Orchidaceae,Anacamptis,43.62743,Toulouse,1.47231,21648,Anacamptis pyramidalis (L.) Rich.,3
56717,esnault,2394,Flower,2013-3-10,Cistaceae,Cistus,43.272,Marseille,5.446,20735,Cistus albidus L.,4
64107,herve goeau,4516,Flower,2013-4-1,Ranunculaceae,Ficaria,48.84187,Meyssiès,2.22709,13339,Ficaria verna Huds.,3
65143,gregoire duche,29957,Flower,2012-5-26,Ranunculaceae,Aquilegia,44.3638,Le Pont-de-Montvert,3.73641,23647,Aquilegia vulgaris L.,3
41309,jean-jacques houdre,6521,Flower,2012-5-9,Orchidaceae,Ophrys,44.44222,La Canourgue,3.23861,4107,Ophrys aranifera Huds.,3
3132,michel pourchet,4436,Flower,2006-6-22,Ranunculaceae,Clematis,,Juillac,,1706,Clematis vitalba L.,3
95117,genevieve botti,576,Flower,2012-6-25,Asteraceae,Cyanus,,Saint-Martin-Lestra,,8096,Cyanus segetum Hill,4
22011,alain bigou,8708,Flower,2008-8-3,Apiaceae,Astrantia,42.7434,Génos,0.40782,14894,Astrantia major L.,3
18532,jean-joseph osty,151,Flower,2013-8-25,Apiaceae,Daucus,43.80095,Camarès,2.90896,28530,Daucus carota L.,4
17876,Unknown67,8708,Flower,2009-7-28,Apiaceae,Astrantia,42.79846,Suc-et-Sentenac,1.42592,12133,Astrantia major L.,4
45821,bernard ginesy,6509,Flower,2011-3-30,Orchidaceae,Ophrys,43.22651,Marseille,5.43969,10337,Ophrys passionis Sennen,4
105250,pierre bonnet,4034,Flower,2013-6-19,Papaveraceae,Glaucium,43.5964,Montpellier,3.9029,24275,Glaucium flavum Crantz,3
99708,marie portas,6535,Flower,2010-7-2,Orchidaceae,Orchis,44.1017,Valdeblore,7.18476,15623,Orchis mascula (L.) L.,4
63397,genevieve botti,151,Flower,2012-6-8,Apiaceae,Daucus,,Marseille,,3165,Daucus carota L.,4
110696,julien barataud,6415,Flower,2007-5-19,Orchidaceae,Orchis,,Chasteaux,,29875,Orchis anthropophora (L.) All.,3
96036,christophe girod,6418,Flower,2009-9-14,Orchidaceae,Himantoglossum,,St JEan de Vedas,,8470,Himantoglossum robertianum (Loisel.) P.Delforge,3
5054,herve goeau,5148,Flower,2013-4-8,Salicaceae,Salix,48.8567,Sainte-Geneviève-des-Bois,2.24104,15073,Salix caprea L.,3
39017,martin legaye,6535,Flower,2014-4-12,Orchidaceae,Orchis,45.86995,Chasselay,4.78085,36684,Orchis mascula (L.) L.,4
11179,teima,4516,Flower,2014-3-13,Ranunculaceae,Ficaria,,,,1038,Ficaria verna Huds.,4
97255,mathieu sinet,576,Flower,1800-1-1,Asteraceae,Cyanus,43.70901,Montfa,2.25134,10533,Cyanus segetum Hill,4
51474,julien barataud,30471,Flower,2007-4-21,Orchidaceae,Ophrys,,Villesèque-des-Corbières,,14379,Ophrys scolopax Cav.,3
63536,Unknown182,493,Flower,2013-3-9,Asteraceae,Bellis,49.31567,Bourgtheroulde-Infreville,0.88,27369,Bellis perennis L.,2.5
15451,carine lacerenza,691,Flower,2012-6-20,Asteraceae,Cirsium,44.80499,Ourches,5.04122,5367,Cirsium vulgare (Savi) Ten.,4
99002,michel pourchet,5148,Flower,2006-3-10,Salicaceae,Salix,,Champ-sur-Drac,,35918,Salix caprea L.,1
57315,errol vela,6415,Flower,2014-4-11,Orchidaceae,Orchis,36.6026,"Sidi Aich, ALGERIE",4.69448,18747,Orchis anthropophora (L.) All.,2
90030,yoan martin,6547,Flower,2011-4-28,Orchidaceae,Orchis,48.55724,Avolsheim,7.47438,19539,Orchis purpurea Huds.,3
69248,herve goeau,4436,Flower,2013-7-21,Ranunculaceae,Clematis,48.65283,Feugarolles,2.31433,10219,Clematis vitalba L.,3
47163,nicolas bony,9930,Flower,2012-7-16,Orchidaceae,Epipactis,46.19445,Essert-Romand,6.63368,15037,Epipactis helleborine (L.) Crantz,3
67887,mathieu menand,30162,Flower,2006-5-25,Orchidaceae,Himantoglossum,,Le Château-d'Oléron,,12237,Himantoglossum hircinum (L.) Spreng.,3
5269,jean-pascal milcent,30269,Flower,2010-5-3,Papaveraceae,Papaver,,Prades-le-Lez,,20892,Papaver rhoeas L.,3
31075,julien barataud,6512,Flower,2008-4-8,Orchidaceae,Ophrys,,Fabrègues,,10982,Ophrys lutea Cav.,4
110804,augustin roche,691,Flower,2004-6-22,Asteraceae,Cirsium,49.0357,Saint-Pierre-de-Coutances,-1.43967,26576,Cirsium vulgare (Savi) Ten.,3
93718,michel pourchet,326,Flower,2006-4-26,Aquifoliaceae,Ilex,,Champ-sur-Drac,,8897,Ilex aquifolium L.,2
76133,liliane roubaudi,8527,Flower,2014-10-16,Asteraceae,Achillea,,Fécamp,,33604,Achillea millefolium L.,4
106871,Unknown415,4477,Flower,2008-6-28,Ranunculaceae,Anemone,45.97143,Le Bouchet,6.80818,12448,Anemone alpina L.,3
108225,julien barataud,8600,Flower,2006-6-14,Orchidaceae,Anacamptis,,Plévenon,,9185,Anacamptis pyramidalis (L.) Rich.,3
25110,isabelle de battisti,14867,Flower,2009-4-7,Liliaceae,Tulipa,43.75448,Saint-Mathieu-de-Tréviers,3.8744,4963,Tulipa sylvestris L.,4
109635,alain bigou,4460,Flower,2014-5-1,Ranunculaceae,Anemone,42.71411,Gavarnie,-0.01316,4154,Anemone hepatica L.,4
63374,genevieve botti,6425,Flower,2006-6-9,Orchidaceae,Cypripedium,,Gresse-en-Vercors,,26042,Cypripedium calceolus L.,3
65910,martin serre,4026,Flower,2012-4-24,Papaveraceae,Chelidonium,47.19941,Indre,-1.69074,21810,Chelidonium majus L.,3
65416,liliane roubaudi,565,Flower,2014-12-20,Asteraceae,Centaurea,,Narbonne,,38986,Centaurea aspera L.,1
76253,paul fabre,30471,Flower,2013-5-7,Orchidaceae,Ophrys,,Mas-de-Londres,,7139,Ophrys scolopax Cav.,5
3641,marc fourrier,30162,Flower,2011-6-13,Orchidaceae,Himantoglossum,49.09371,Vernon,1.49817,20532,Himantoglossum hircinum (L.) Spreng.,4
18414,michel heller,4353,Flower,2012-5-5,Primulaceae,Primula,,,,22503,Primula vulgaris Huds.,4
76311,genevieve girod,151,Flower,2012-6-20,Apiaceae,Daucus,45.77615,Meyzieu,5.00521,27145,Daucus carota L.,3.5
8399,daniel barthelemy,30162,Flower,2013-6-22,Orchidaceae,Himantoglossum,44.59467,Conques,2.397,2092,Himantoglossum hircinum (L.) Spreng.,3
73223,julien barataud,4460,Flower,2005-6-8,Ranunculaceae,Anemone,,Seix,,5531,Anemone hepatica L.,3
15343,gisele arliguie,588,Flower,2010-8-6,Asteraceae,Centaurea,45.82856,Saint-Sauves-d\'Auvergne,3.07652,13283,Centaurea jacea L.,4
48992,didier,4516,Flower,2013-3-10,Ranunculaceae,Ficaria,49.25717,Pierrefitte-en-Auge,0.19467,36073,Ficaria verna Huds.,3.5
31691,julien barataud,4411,Flower,2005-4-30,Ranunculaceae,Anemone,,Saint-Étienne-aux-Clos,,10388,Anemone nemorosa L.,3
67437,martin serre,30491,Flower,2012-3-29,Violaceae,Viola,47.19996,Indre,-1.68917,29143,Viola tricolor L.,3
62679,liliane roubaudi,30471,Flower,2013-4-17,Orchidaceae,Ophrys,,Fleury,,28996,Ophrys scolopax Cav.,3
104111,errol vela,6415,Flower,2014-4-11,Orchidaceae,Orchis,36.6026,"Sidi Aich, ALGERIE",4.69448,18747,Orchis anthropophora (L.) All.,3
21145,herve goeau,1047,Flower,2013-6-5,Asteraceae,Leucanthemum,48.84059,Paris,2.36158,16866,Leucanthemum vulgare Lam.,4
41685,thierry pernot,6448,Flower,1800-1-1,Orchidaceae,Epipactis,,,,31171,Epipactis atrorubens (Hoffm.) Besser,4
103537,thierry pernot,9930,Flower,1800-1-1,Orchidaceae,Epipactis,,,,19892,Epipactis helleborine (L.) Crantz,4
26687,julien champ,967,Flower,2012-11-26,Asteraceae,Hypochaeris,-21.10527,St Leu Les brules de St Leu,55.38092,11860,Hypochaeris radicata L.,3
79393,michel pourchet,5148,Flower,2006-3-10,Salicaceae,Salix,,Champ-sur-Drac,,21852,Salix caprea L.,1
29104,christophe girod,6512,Flower,2003-4-16,Orchidaceae,Ophrys,,Murviel-lès-Montpellier (Garrigue du Mas Dieu) (34),,9801,Ophrys lutea Cav.,3
104941,mathieu menand,6535,Flower,2006-4-29,Orchidaceae,Orchis,,Béruges,,15716,Orchis mascula (L.) L.,3
80470,genevieve botti,9930,Flower,2013-8-24,Orchidaceae,Epipactis,,Briançon,,17922,Epipactis helleborine (L.) Crantz,3
15611,thierry pernot,6425,Flower,1800-1-1,Orchidaceae,Cypripedium,,,,11561,Cypripedium calceolus L.,3
11325,jean-jacques houdre,30491,Flower,2013-4-24,Violaceae,Viola,45.34582,Saint-Genest-Malifaux,4.46432,9536,Viola tricolor L.,1
104930,thierry pernot,8534,Flower,1800-1-1,Ranunculaceae,Aconitum,,,,36886,Aconitum napellus L.,3
102599,liliane roubaudi,6487,Flower,2013-5-18,Orchidaceae,Ophrys,,Gruissan,,27298,Ophrys apifera Huds.,3
55915,pierre bonnet,4034,Flower,2013-6-19,Papaveraceae,Glaucium,43.5964,Montpellier,3.9029,24275,Glaucium flavum Crantz,3
24523,herve goeau,5148,Flower,2013-3-24,Salicaceae,Salix,48.8567,Sainte-Geneviève-des-Bois,2.24104,11603,Salix caprea L.,4
21112,thierry pernot,493,Flower,1800-1-1,Asteraceae,Bellis,,,,28674,Bellis perennis L.,3
4680,errol vela,6415,Flower,2014-4-11,Orchidaceae,Orchis,36.6026,"Sidi Aich, ALGERIE",4.69448,18747,Orchis anthropophora (L.) All.,3
90228,herve goeau,4353,Flower,2013-4-1,Primulaceae,Primula,48.84187,Meyssiès,2.22709,25817,Primula vulgaris Huds.,3
20010,bertrand chiffoleau,6535,Flower,2011-4-11,Orchidaceae,Orchis,46.93894,Corcoué-sur-Logne,-1.53405,732,Orchis mascula (L.) L.,3
105060,alain bigou,6437,Flower,2005-6-30,Orchidaceae,Dactylorhiza,42.98729,Laruns,-0.42606,3160,Dactylorhiza maculata (L.) Soó,4
90227,herve goeau,691,Flower,2013-7-29,Asteraceae,Cirsium,48.64647,Sainte-Geneviève-des-Bois,2.3178,4266,Cirsium vulgare (Savi) Ten.,3
24220,paul fabre,30471,Flower,2010-5-29,Orchidaceae,Ophrys,,La Couvertoirade,,25489,Ophrys scolopax Cav.,4
104207,pierre bonnet,30269,Flower,2013-6-4,Papaveraceae,Papaver,43.5995,Montpellier,3.90013,19137,Papaver rhoeas L.,4
80461,jean-jacques houdre,6535,Flower,2012-5-12,Orchidaceae,Orchis,44.33528,Mas-Saint-Chély,3.42694,20387,Orchis mascula (L.) L.,3
51035,liliane roubaudi,30269,Flower,2013-5-26,Papaveraceae,Papaver,,Ceyreste,,39841,Papaver rhoeas L.,5
61531,thierry pernot,30162,Flower,1800-1-1,Orchidaceae,Himantoglossum,,,,20413,Himantoglossum hircinum (L.) Spreng.,2
5473,thierry pernot,6415,Flower,1800-1-1,Orchidaceae,Orchis,,,,30753,Orchis anthropophora (L.) All.,4
31651,claude figureau,29957,Flower,2004-5-21,Ranunculaceae,Aquilegia,,Cirque de Gavarnie,,29687,Aquilegia vulgaris L.,4
24602,jean claude estatico,661,Flower,2012-7-25,Asteraceae,Cichorium,48.65456,,5.63464,14527,Cichorium intybus L.,3
80143,emmanuel stratmains,32201,Flower,2012-4-11,Orchidaceae,Ophrys,43.44286,Roquebrune-sur-Argens,6.64212,6785,Ophrys virescens Philippe,3
63435,daniel mathieu,786,Flower,2007-8-6,Asteraceae,Eupatorium,,Penmarch,,33554,Eupatorium cannabinum L.,3
87984,philippe tosi,8534,Flower,2013-8-23,Ranunculaceae,Aconitum,42.51727,Font Romeu,2.02064,23335,Aconitum napellus L.,4
51221,herve goeau,1047,Flower,2014-5-29,Asteraceae,Leucanthemum,49.07472,Giverny,1.53348,11842,Leucanthemum vulgare Lam.,4
109374,liliane roubaudi,30162,Flower,2012-6-17,Orchidaceae,Himantoglossum,,Joué-lès-Tours,,16065,Himantoglossum hircinum (L.) Spreng.,3.5
73349,Unknown323,493,Flower,2013-4-25,Asteraceae,Bellis,42.64367,Furiani,9.44367,15007,Bellis perennis L.,1
43197,thierry pernot,30491,Flower,1800-1-1,Violaceae,Viola,,,,39970,Viola tricolor L.,4
39921,jean-paul hugbart,967,Flower,2014-4-20,Asteraceae,Hypochaeris,46.78316,Chalon-sur-Saône,4.86418,2904,Hypochaeris radicata L.,4
21362,Unknown191,493,Flower,2013-4-16,Asteraceae,Bellis,47.42267,Fondettes,0.5785,60,Bellis perennis L.,4
9925,pierre bonnet,6535,Flower,2013-5-18,Orchidaceae,Orchis,,Fillols,,13239,Orchis mascula (L.) L.,3
67088,herve goeau,4516,Flower,2013-4-14,Ranunculaceae,Ficaria,,Saint-Aignan,,41688,Ficaria verna Huds.,2
41775,dominique remaud,6415,Flower,2013-6-16,Orchidaceae,Orchis,49.11703,Guiry-en-Vexin,1.83472,36721,Orchis anthropophora (L.) All.,3
57457,julien champ,967,Flower,2012-11-26,Asteraceae,Hypochaeris,-21.10527,St Leu Les brules de St Leu,55.38092,11860,Hypochaeris radicata L.,3
81492,pat desnos,14867,Flower,2013-4-24,Liliaceae,Tulipa,43.21854,Marseille,5.46788,2962,Tulipa sylvestris L.,4
91768,christophe feliciaggi,661,Flower,2014-6-12,Asteraceae,Cichorium,43.0642,Malras,2.17394,21719,Cichorium intybus L.,4
32233,francis vayeur,4516,Flower,2011-4-17,Ranunculaceae,Ficaria,,Haumont-près-Samogneux,,9672,Ficaria verna Huds.,2.5
14184,jean-claude calais,1047,Flower,2012-6-23,Asteraceae,Leucanthemum,44.70559,Javols,3.29612,16470,Leucanthemum vulgare Lam.,4
71908,herve goeau,29957,Flower,2014-4-17,Ranunculaceae,Aquilegia,48.64744,Sainte-Geneviève-des-Bois,2.30694,22234,Aquilegia vulgaris L.,4
10983,pascal peyrache,8534,Flower,2009-7-25,Ranunculaceae,Aconitum,45.10364,Lavigerie,2.69206,28239,Aconitum napellus L.,3
3206,mathieu menand,8600,Flower,2009-5-15,Orchidaceae,Anacamptis,,Raissac,,862,Anacamptis pyramidalis (L.) Rich.,3
72643,paul fabre,4516,Flower,2011-2-26,Ranunculaceae,Ficaria,43.63231,Montpellier,3.87438,1360,Ficaria verna Huds.,3.5
107853,alexis joly,30269,Flower,2013-5-14,Papaveraceae,Papaver,43.60839,Saint-Georges-d'Orques,3.79074,41664,Papaver rhoeas L.,3.5
20235,didier gachon,6415,Flower,2013-5-29,Orchidaceae,Orchis,,,,32776,Orchis anthropophora (L.) All.,4
106952,jean-francois rouffet,6487,Flower,2011-5-4,Orchidaceae,Ophrys,,Balma,,32866,Ophrys apifera Huds.,3
103228,thierry pernot,8527,Flower,1800-1-1,Asteraceae,Achillea,,,,7964,Achillea millefolium L.,4
106554,herve goeau,4369,Flower,2013-4-1,Primulaceae,Primula,48.84187,Vienne,2.22709,4550,Primula veris L.,3
53844,liliane roubaudi,6487,Flower,2013-5-18,Orchidaceae,Ophrys,,Gruissan,,27298,Ophrys apifera Huds.,3
89985,mathildepoins,29957,Flower,2014-5-21,Ranunculaceae,Aquilegia,44.60699,Gap,6.07966,27668,Aquilegia vulgaris L.,5
107774,herve goeau,151,Flower,2013-8-14,Apiaceae,Daucus,48.83683,Rocquencourt,2.10333,14149,Daucus carota L.,3
97273,marie portas,565,Flower,2014-11-10,Asteraceae,Centaurea,,Tornac,,27816,Centaurea aspera L.,3
66308,herve goeau,5148,Flower,2013-4-8,Salicaceae,Salix,48.8567,Sainte-Geneviève-des-Bois,2.24104,15073,Salix caprea L.,3
75763,thierry pernot,151,Flower,1800-1-1,Apiaceae,Daucus,,,,30542,Daucus carota L.,2
110522,daniel mathieu,30471,Flower,2007-5-15,Orchidaceae,Ophrys,,Prades-le-Lez,,456,Ophrys scolopax Cav.,3
5932,liliane roubaudi,4411,Flower,2013-4-1,Ranunculaceae,Anemone,,Marcy-l'Étoile,,8938,Anemone nemorosa L.,4.75
102406,claire sutter,2430,Flower,2009-6-20,Cistaceae,Helianthemum,48.64292,Nordheim,7.47281,17866,Helianthemum nummularium (L.) Mill.,3
3163,guy libante,151,Flower,2013-7-6,Apiaceae,Daucus,45.11176,Carcans,-1.06721,16242,Daucus carota L.,4
19589,hugues tinguy,30491,Flower,2012-9-8,Violaceae,Viola,,Bray-Dunes,,19659,Viola tricolor L.,4
68508,marie portas,6521,Flower,2013-4-18,Orchidaceae,Ophrys,,Minerve,,33823,Ophrys aranifera Huds.,4.5
80720,thierry pernot,6535,Flower,1800-1-1,Orchidaceae,Orchis,,,,25459,Orchis mascula (L.) L.,3
111254,julien barataud,151,Flower,2006-6-14,Apiaceae,Daucus,,Plévenon,,31008,Daucus carota L.,3
92603,jean-paul hugbart,30162,Flower,2014-4-22,Orchidaceae,Himantoglossum,46.78882,Saint-Marcel,4.88429,26797,Himantoglossum hircinum (L.) Spreng.,3
105772,annick larbouillat,4034,Flower,2008-9-14,Papaveraceae,Glaucium,46.59271,Bretignolles-sur-Mer,-1.84648,722,Glaucium flavum Crantz,5
30837,andrine faure,4369,Flower,2012-4-8,Primulaceae,Primula,45.47578,La Chapelle-Villars,4.69807,26297,Primula veris L.,3
87371,julien barataud,4369,Flower,2005-4-28,Primulaceae,Primula,,Sainte-Marie-Lapanouze,,40550,Primula veris L.,3
64605,thierry pernot,6487,Flower,1800-1-1,Orchidaceae,Ophrys,,,,24211,Ophrys apifera Huds.,3
48116,madeleine sarran,30269,Flower,2011-5-24,Papaveraceae,Papaver,,Sisteron,,7649,Papaver rhoeas L.,3
26848,herve goeau,661,Flower,2013-7-13,Asteraceae,Cichorium,38.8769,Pego,-0.05687,23707,Cichorium intybus L.,4
100530,thierry pernot,30269,Flower,1800-1-1,Papaveraceae,Papaver,,,,25955,Papaver rhoeas L.,3
16138,thierry pernot,6434,Flower,1800-1-1,Orchidaceae,Dactylorhiza,,,,39727,Dactylorhiza fuchsii (Druce) Soó,4
112977,jean-jacques houdre,6538,Flower,2010-4-23,Orchidaceae,Anacamptis,46.58473,Olonne-sur-Mer,-1.84285,34801,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",3
45076,guy libante,30162,Flower,2013-6-9,Orchidaceae,Himantoglossum,,La Rochebeaucourt,,21616,Himantoglossum hircinum (L.) Spreng.,4
77320,christophe girod,6425,Flower,2008-1-21,Orchidaceae,Cypripedium,,Moloy,,2447,Cypripedium calceolus L.,3
105297,jean-claude calais,6547,Flower,2010-5-20,Orchidaceae,Orchis,44.4936,Saint-Bonnet-de-Chirac,3.29273,29551,Orchis purpurea Huds.,4
76782,genevieve botti,6418,Flower,2010-4-4,Orchidaceae,Himantoglossum,,Marseille,,8464,Himantoglossum robertianum (Loisel.) P.Delforge,3
31133,jean-jacques houdre,6521,Flower,2011-4-3,Orchidaceae,Ophrys,43.86276,Ferrières-les-Verreries,3.79704,35321,Ophrys aranifera Huds.,4
65918,menkorn,6487,Flower,2013-6-17,Orchidaceae,Ophrys,48.74626,Igny,2.22305,39237,Ophrys apifera Huds.,4
23247,paul fabre,8527,Flower,2012-6-15,Asteraceae,Achillea,43.65753,Montferrier-sur-Lez,3.86485,39807,Achillea millefolium L.,4
87480,jean-jacques houdre,151,Flower,2013-11-12,Apiaceae,Daucus,45.31182,Bas-en-Basset,4.11923,14731,Daucus carota L.,4
23262,raymond hallot,6535,Flower,2012-5-13,Orchidaceae,Orchis,48.7201,Les Essarts-le-Roi,1.92291,12580,Orchis mascula (L.) L.,4
23022,liliane roubaudi,30269,Flower,2014-6-21,Papaveraceae,Papaver,,Meyrié,,13483,Papaver rhoeas L.,1
109385,emmanuel stratmains,32201,Flower,2012-4-11,Orchidaceae,Ophrys,43.44286,Roquebrune-sur-Argens,6.64212,6785,Ophrys virescens Philippe,3
66229,herve goeau,967,Flower,2012-11-26,Asteraceae,Hypochaeris,-21.10527,St Leu Les brules de St Leu,55.38092,6961,Hypochaeris radicata L.,3
108968,perregaux nicole,576,Flower,2013-7-6,Asteraceae,Cyanus,46.21094,Malval,5.98941,7123,Cyanus segetum Hill,1
13622,gerard calberac,4460,Flower,2012-3-24,Ranunculaceae,Anemone,47.43423,Val-Suzon,4.90329,17881,Anemone hepatica L.,3
39411,kitobenja,6547,Flower,2013-5-26,Orchidaceae,Orchis,,,,25240,Orchis purpurea Huds.,3
31262,christophe girod,6425,Flower,2006-6-10,Orchidaceae,Cypripedium,,Moloy (Combe de Bellefontaine),,20004,Cypripedium calceolus L.,3
96021,pierre bonnet,4034,Flower,2013-6-11,Papaveraceae,Glaucium,43.59748,Montpellier,3.90203,18270,Glaucium flavum Crantz,4
27787,pierre bonnet,4369,Flower,2013-5-18,Primulaceae,Primula,,Fillols,,32731,Primula veris L.,4
107975,gerard calberac,661,Flower,2011-8-28,Asteraceae,Cichorium,47.72371,Mauvilly,4.7009,25756,Cichorium intybus L.,3
82063,jean-jacques houdre,30471,Flower,2008-5-21,Orchidaceae,Ophrys,,Viviers,,37182,Ophrys scolopax Cav.,3
59763,Unknown104,493,Flower,2013-5-1,Asteraceae,Bellis,43.5665,Aix-en-Provence,5.39483,33843,Bellis perennis L.,3
106304,liliane roubaudi,6512,Flower,2013-5-13,Orchidaceae,Ophrys,,Nissan-lez-Enserune,,29061,Ophrys lutea Cav.,4
39273,julien champ,967,Flower,2012-11-26,Asteraceae,Hypochaeris,-21.10527,St Leu Les brules de St Leu,55.38092,11860,Hypochaeris radicata L.,3
29563,daniel barthelemy,14867,Flower,2013-4-13,Liliaceae,Tulipa,43.71617,Puéchabon,3.613,38575,Tulipa sylvestris L.,4
10175,Unknown642,4516,Flower,2013-3-27,Ranunculaceae,Ficaria,44.5465,Montélimar,4.74833,35475,Ficaria verna Huds.,2.5
43179,thierry pernot,786,Flower,1800-1-1,Asteraceae,Eupatorium,,,,9427,Eupatorium cannabinum L.,4
23758,marie-france pacaud,4516,Flower,2005-3-20,Ranunculaceae,Ficaria,47.34702,Oudon,-1.29061,1489,Ficaria verna Huds.,3.5
94505,lisa puyrigaud,691,Flower,2012-7-25,Asteraceae,Cirsium,43.55664,Toulouse,1.48171,12038,Cirsium vulgare (Savi) Ten.,3
47133,genevieve botti,2394,Flower,2013-3-25,Cistaceae,Cistus,43.21567,Marseille,5.34733,34445,Cistus albidus L.,4
98189,herve goeau,661,Flower,2014-7-30,Asteraceae,Cichorium,38.87456,Pego,-0.08801,2785,Cichorium intybus L.,4
3574,julien barataud,4460,Flower,2007-4-9,Ranunculaceae,Anemone,,Conat,,27643,Anemone hepatica L.,3
37820,herve goeau,8527,Flower,2014-1-23,Asteraceae,Achillea,48.71479,,2.20565,41670,Achillea millefolium L.,3
93008,pierre bonnet,6535,Flower,2013-5-18,Orchidaceae,Orchis,,Fillols,,9407,Orchis mascula (L.) L.,4
112270,augustin roche,1047,Flower,2003-6-15,Asteraceae,Leucanthemum,49.078,,,30557,Leucanthemum vulgare Lam.,3
70939,thierry pernot,2430,Flower,1800-1-1,Cistaceae,Helianthemum,,,,4884,Helianthemum nummularium (L.) Mill.,3
42911,genevieve botti,661,Flower,2012-7-27,Asteraceae,Cichorium,,Marseille,,23789,Cichorium intybus L.,3
25093,clemence bes,4477,Flower,2008-6-28,Ranunculaceae,Anemone,45.97158,Passy,6.80783,22544,Anemone alpina L.,3
90970,Unknown17,6535,Flower,2008-5-20,Orchidaceae,Orchis,43.57565,Saint-Vincent-d'Olargues,2.88424,19703,Orchis mascula (L.) L.,3
57713,emmanuel stratmains,6437,Flower,2013-6-14,Orchidaceae,Dactylorhiza,48.10846,La Bazoge,0.11407,11680,Dactylorhiza maculata (L.) Soó,4
46686,marie portas,4516,Flower,2012-2-4,Ranunculaceae,Ficaria,48.57012,Lannilis,-4.52156,33262,Ficaria verna Huds.,2.67
80384,genevieve botti,661,Flower,2012-7-27,Asteraceae,Cichorium,,Marseille,,23789,Cichorium intybus L.,3.5
94610,liliane roubaudi,565,Flower,2013-9-24,Asteraceae,Centaurea,,Lespignan,,34127,Centaurea aspera L.,4
95969,paul fabre,6521,Flower,2010-3-20,Orchidaceae,Ophrys,,Lauret,,37384,Ophrys aranifera Huds.,4
96468,pierre bonnet,661,Flower,2013-6-20,Asteraceae,Cichorium,43.59599,Montpellier,3.90111,19983,Cichorium intybus L.,4
